Train,0,0.6148461309346286,0.6783216783216783
Val,0,0.5108580854203966,0.9037037037037038
Train,1,0.43574747105578443,0.8573426573426574
Val,1,0.3780635334827282,0.9111111111111111
Train,2,0.3236864673507797,0.9034965034965035
Val,2,0.3066382256922898,0.9185185185185185
Train,3,0.2811699944359439,0.9034965034965035
Val,3,0.29341067084007794,0.8814814814814815
Train,4,0.29264722987488434,0.8923076923076924
Val,4,0.23671511660019556,0.9037037037037038
Train,5,0.23897321670205443,0.9146853146853147
Val,5,0.21796162332649585,0.9111111111111111
Train,6,0.23729894544694807,0.9090909090909091
Val,6,0.23114857695720814,0.9185185185185185
Train,7,0.25364405444035165,0.8909090909090909
Val,7,0.21808674741122458,0.9111111111111111
Train,8,0.20817673304281034,0.9188811188811189
Val,8,0.21198334122697512,0.9111111111111111
Train,9,0.23276145343597118,0.9062937062937063
Val,9,0.19568092571916404,0.9111111111111111
Train,10,0.19905515500715562,0.9258741258741259
Val,10,0.1942805328854808,0.9185185185185185
Train,11,0.22221457533069425,0.9188811188811189
Val,11,0.21216207326010422,0.9259259259259259
Train,12,0.2173200313027922,0.9216783216783216
Val,12,0.17714943173858855,0.9111111111111111
Train,13,0.18600505921807323,0.9286713286713286
Val,13,0.20214915122422908,0.9259259259259259
Train,14,0.16908066856277573,0.9384615384615385
Val,14,0.19777836083538003,0.9259259259259259
Train,15,0.17922011627392334,0.9300699300699301
Val,15,0.21942839583864918,0.9185185185185185
Train,16,0.16527036684793192,0.951048951048951
Val,16,0.1966284014146637,0.9259259259259259
Train,17,0.15146058325792525,0.9398601398601398
Val,17,0.1847223682673993,0.9259259259259259
